kelas;Hari;Jam;prof;Mata Kuliah;SKS;JPM;Dosen;Ruang
ABT-4C;Selasa;08.20 - 09.10;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;201
ABT-6C;Selasa;08.20 - 09.10;6;E- Logistics;2;4;Restu Jati Saputro, S.Si., M.Sc;online
ABT-2C;Selasa;09.10 - 10.00;2;Pemasaran dan Pelayanan Pelanggan;2;4;Endah Wartiningsih, SE, MM;112
ABT-4C;Selasa;09.10 - 10.00;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;201
ABT-6C;Selasa;09.10 - 10.00;6;E- Logistics;2;4;Restu Jati Saputro, S.Si., M.Sc;online
ABT-2C;Selasa;10.00 - 10.50;2;Pemasaran dan Pelayanan Pelanggan;2;4;Endah Wartiningsih, SE, MM;112
ABT-4C;Selasa;10.00 - 10.50;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;201
ABT-6C;Selasa;10.00 - 10.50;6;E- Logistics;2;4;Restu Jati Saputro, S.Si., M.Sc;online
ABT-2C;Selasa;10.50 - 11.40;2;Ilmu Administrasi Bisnis;2;4;Dr. Dra. Iis Mariam, M.Si;201
ABT-4C;Selasa;10.50 - 11.40;4;Manajemen Pergudangan;3;4;Irfan Rusydi Triyanto, S.T., M.T.;117
ABT-2C;Selasa;12.30 - 13.20;2;Ilmu Administrasi Bisnis;2;4;Dr. Dra. Iis Mariam, M.Si;201
ABT-4C;Selasa;12.30 - 13.20;4;Manajemen Pergudangan;3;4;Irfan Rusydi Triyanto, S.T., M.T.;117
ABT-2C;Selasa;13.20 - 14.10;2;Komunikasi Bisnis;2;4;Titik Purwinarti, S.Sos, M.Pd;106
ABT-4C;Selasa;13.20 - 14.10;4;Manajemen Keuangan;3;6;Arif Santoso, S.Pd., M.Ak.;online
ABT-6C;Selasa;13.20 - 14.10;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;202
ABT-2C;Selasa;14.10 - 15.00;2;Komunikasi Bisnis;2;4;Titik Purwinarti, S.Sos, M.Pd;106
ABT-4C;Selasa;14.10 - 15.00;4;Manajemen Keuangan;3;6;Arif Santoso, S.Pd., M.Ak.;online
ABT-6C;Selasa;14.10 - 15.00;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;202
ABT-6C;Selasa;15.15 - 16.05;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;202
ABT-6C;Selasa;16.05 - 16.55;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;202
ABT-2C;Rabu;07.30 - 08.20;2;Akuntansi Biaya;2;4;Arif Santoso, S.Pd., M.Ak.;113
ABT-4C;Rabu;07.30 - 08.20;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;201
ABT-6C;Rabu;07.30 - 08.20;6;Freight Logistik;3;6;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-2C;Rabu;08.20 - 09.10;2;Akuntansi Biaya;2;4;Arif Santoso, S.Pd., M.Ak.;113
ABT-4C;Rabu;08.20 - 09.10;4;manajemen pengadaan barang dan jasa;3;6;Dr. Syamsu Rizal, SE, MM;201
ABT-6C;Rabu;08.20 - 09.10;6;Freight Logistik;3;6;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-2C;Rabu;09.10 - 10.00;2;Ilmu Administrasi Bisnis;2;4;Dr. Dra. Iis Mariam, M.Si;113
ABT-4C;Rabu;09.10 - 10.00;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;115
ABT-6C;Rabu;09.10 - 10.00;6;Freight Logistik;3;6;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-2C;Rabu;10.00 - 10.50;2;Ilmu Administrasi Bisnis;2;4;Dr. Dra. Iis Mariam, M.Si;113
ABT-4C;Rabu;10.00 - 10.50;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;115
ABT-6C;Rabu;10.00 - 10.50;6;Freight Logistik;3;6;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-2C;Rabu;10.50 - 11.40;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;113
ABT-4C;Rabu;10.50 - 11.40;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;online
ABT-2C;Rabu;12.30 - 13.20;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;113
ABT-4C;Rabu;12.30 - 13.20;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;online
ABT-2C;Rabu;13.20 - 14.10;2;Pengantar Ilmu Ekonomi;2;4;Ratri Kurniasari,M.Ak;113
ABT-4C;Rabu;13.20 - 14.10;4;Aspek Hukum dalam Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;online
ABT-6C;Rabu;13.20 - 14.10;6;Manajemen Inventory;2;4;Nuria Puspitasari, SE., M.EC., Dev;online
ABT-2C;Rabu;14.10 - 15.00;2;Pengantar Ilmu Ekonomi;2;4;Ratri Kurniasari,M.Ak;113
ABT-4C;Rabu;14.10 - 15.00;4;Aspek Hukum dalam Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;online
ABT-6C;Rabu;14.10 - 15.00;6;Manajemen Inventory;2;4;Nuria Puspitasari, SE., M.EC., Dev;online
ABT-6C;Rabu;15.15 - 16.05;6;Budgeting;3;6;Arif Santoso, S.Pd., M.Ak.;online
ABT-6C;Rabu;16.05 - 16.55;6;Budgeting;3;6;Arif Santoso, S.Pd., M.Ak.;online
ABT-2C;Kamis;07.30 - 08.20;2;English For Business;2;4;Dr. Nidia Sofa, S.Pd.I, M.Pd;113
ABT-4C;Kamis;07.30 - 08.20;4;Pemasaran Digital;2;4;Haris Satria Putra , M.M.S.I.;115
ABT-6C;Kamis;07.30 - 08.20;6;Freight Logistik;3;6;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-2C;Kamis;08.20 - 09.10;2;English For Business;2;4;Dr. Nidia Sofa, S.Pd.I, M.Pd;113
ABT-4C;Kamis;08.20 - 09.10;4;Pemasaran Digital;2;4;Haris Satria Putra , M.M.S.I.;115
ABT-6C;Kamis;08.20 - 09.10;6;Freight Logistik;3;6;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-2C;Kamis;09.10 - 10.00;2;Akuntansi Biaya;2;4;Arif Santoso, S.Pd., M.Ak.;114
ABT-4C;Kamis;09.10 - 10.00;4;Aspek Hukum dalam Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;201
ABT-6C;Kamis;09.10 - 10.00;6;Manajemen Inventory;2;4;Nuria Puspitasari, SE., M.EC., Dev;online
ABT-2C;Kamis;10.00 - 10.50;2;Akuntansi Biaya;2;4;Arif Santoso, S.Pd., M.Ak.;114
ABT-4C;Kamis;10.00 - 10.50;4;Aspek Hukum dalam Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;201
ABT-6C;Kamis;10.00 - 10.50;6;Manajemen Inventory;2;4;Nuria Puspitasari, SE., M.EC., Dev;online
ABT-2C;Kamis;10.50 - 11.40;2;Pengantar Logistik dan Supply Chain;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;114
ABT-4C;Kamis;10.50 - 11.40;4;Manajemen Resiko;2;4;Nuria Puspitasari, SE., M.EC., Dev;115
ABT-6C;Kamis;10.50 - 11.40;6;Etika Bisnis dan Profesi;2;4;Titik Purwinarti, S.Sos, M.Pd;online
ABT-2C;Kamis;12.30 - 13.20;2;Pengantar Logistik dan Supply Chain;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;114
ABT-4C;Kamis;12.30 - 13.20;4;Manajemen Resiko;2;4;Nuria Puspitasari, SE., M.EC., Dev;115
ABT-6C;Kamis;12.30 - 13.20;6;Etika Bisnis dan Profesi;2;4;Titik Purwinarti, S.Sos, M.Pd;online
ABT-2C;Kamis;13.20 - 14.10;2;Pemasaran dan Pelayanan Pelanggan;2;4;Endah Wartiningsih, SE, MM;114
ABT-4C;Kamis;13.20 - 14.10;4;Perencanaan dan pengendalian logistik;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;115
ABT-6C;Kamis;13.20 - 14.10;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-2C;Kamis;14.10 - 15.00;2;Pemasaran dan Pelayanan Pelanggan;2;4;Endah Wartiningsih, SE, MM;114
ABT-4C;Kamis;14.10 - 15.00;4;Perencanaan dan pengendalian logistik;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;115
ABT-6C;Kamis;14.10 - 15.00;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-2C;Jumat;07.30 - 08.20;2;Pengantar Ilmu Ekonomi;2;4;Ratri Kurniasari,M.Ak;114
ABT-6C;Jumat;07.30 - 08.20;6;Metodologi Penelitian Bisnis Terapan;3;6;Imas Chandra Pratiwi , M.S.M;202
ABT-2C;Jumat;08.20 - 09.10;2;Pengantar Ilmu Ekonomi;2;4;Ratri Kurniasari,M.Ak;114
ABT-6C;Jumat;08.20 - 09.10;6;Metodologi Penelitian Bisnis Terapan;3;6;Imas Chandra Pratiwi , M.S.M;202
ABT-2C;Jumat;09.10 - 10.00;2;Pengantar Logistik dan Supply Chain;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;114
ABT-4C;Jumat;09.10 - 10.00;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;online
ABT-6C;Jumat;09.10 - 10.00;6;Metodologi Penelitian Bisnis Terapan;3;6;Imas Chandra Pratiwi , M.S.M;202
ABT-2C;Jumat;10.00 - 10.50;2;Pengantar Logistik dan Supply Chain;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;114
ABT-4C;Jumat;10.00 - 10.50;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;online
ABT-6C;Jumat;10.00 - 10.50;6;Metodologi Penelitian Bisnis Terapan;3;6;Imas Chandra Pratiwi , M.S.M;202
ABT-4C;Jumat;10.50 - 11.40;4;Manajemen Keuangan;3;6;Arif Santoso, S.Pd., M.Ak.;115
ABT-6C;Jumat;10.50 - 11.40;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;202
ABT-4C;Jumat;12.30 - 13.20;4;Manajemen Keuangan;3;6;Arif Santoso, S.Pd., M.Ak.;115
ABT-6C;Jumat;12.30 - 13.20;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;202
ABT-4C;Jumat;13.20 - 14.10;4;Manajemen Keuangan;3;6;Arif Santoso, S.Pd., M.Ak.;115
ABT-6C;Jumat;13.20 - 14.10;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-4C;Jumat;14.10 - 15.00;4;Manajemen Keuangan;3;6;Arif Santoso, S.Pd., M.Ak.;115
ABT-6C;Jumat;14.10 - 15.00;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-2C;Jumat;15.15 - 16.05;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;114
ABT-4C;Jumat;15.15 - 16.05;4;Pemasaran Digital;2;4;Haris Satria Putra , M.M.S.I.;115
ABT-2C;Jumat;16.05 - 16.55;2;Pendidikan Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;114
ABT-4C;Jumat;16.05 - 16.55;4;Pemasaran Digital;2;4;Haris Satria Putra , M.M.S.I.;115
ABT-4D;Senin;07.30 - 08.20;4;Manajemen Pergudangan;3;6;Irfan Rusydi Triyanto, S.T., M.T.;302
ABT-6D;Senin;07.30 - 08.20;6;E- Logistics;2;4;Haris Satria Putra , M.M.S.I.;online
ABT-4D;Senin;08.20 - 09.10;4;Manajemen Pergudangan;3;6;Irfan Rusydi Triyanto, S.T., M.T.;302
ABT-6D;Senin;08.20 - 09.10;6;E- Logistics;2;4;Haris Satria Putra , M.M.S.I.;online
ABT-4D;Senin;09.10 - 10.00;4;Manajemen Pergudangan;3;6;Irfan Rusydi Triyanto, S.T., M.T.;online
ABT-6D;Senin;09.10 - 10.00;6;Budgeting;3;6;Adilah Permananingrum, S.E., M.Sc.;online
ABT-4D;Senin;10.00 - 10.50;4;Manajemen Pergudangan;3;6;Irfan Rusydi Triyanto, S.T., M.T.;online
ABT-6D;Senin;10.00 - 10.50;6;Budgeting;3;6;Adilah Permananingrum, S.E., M.Sc.;online
ABT-4D;Senin;13.20 - 14.10;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;306
ABT-6D;Senin;13.20 - 14.10;6;Freight Logistik;3;6;Iqbal Firmansyah, S.S.T., M.T;online
ABT-4D;Senin;14.10 - 15.00;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;306
ABT-6D;Senin;14.10 - 15.00;6;Freight Logistik;3;6;Iqbal Firmansyah, S.S.T., M.T;online
ABT-4D;Senin;15.15 - 16.05;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;306
ABT-6D;Senin;15.15 - 16.05;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;online
ABT-4D;Senin;16.05 - 16.55;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;306
ABT-6D;Senin;16.05 - 16.55;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;online
ABT-4D;Selasa;07.30 - 08.20;4;Manajemen Resiko;2;4;Hana Nurdina, S.ST, MBA;online
ABT-6D;Selasa;07.30 - 08.20;6;Etika Bisnis dan Profesi;2;4;Titik Purwinarti, S.Sos, M.Pd;online
ABT-4D;Selasa;08.20 - 09.10;4;Manajemen Resiko;2;4;Hana Nurdina, S.ST, MBA;online
ABT-6D;Selasa;08.20 - 09.10;6;Etika Bisnis dan Profesi;2;4;Titik Purwinarti, S.Sos, M.Pd;online
ABT-4D;Selasa;09.10 - 10.00;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;online
ABT-6D;Selasa;09.10 - 10.00;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-4D;Selasa;10.00 - 10.50;4;Manajemen Keuangan;3;6;Ratri Kurniasari,M.Ak;online
ABT-6D;Selasa;10.00 - 10.50;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-4D;Selasa;10.50 - 11.40;4;Pemasaran Digital;2;4;Restu Jati Saputro, S.Si., M.Sc;online
ABT-6D;Selasa;10.50 - 11.40;6;Freight Logistik;3;6;Iqbal Firmansyah, S.S.T., M.T;online
ABT-4D;Selasa;12.30 - 13.20;4;Pemasaran Digital;2;4;Restu Jati Saputro, S.Si., M.Sc;online
ABT-6D;Selasa;12.30 - 13.20;6;Freight Logistik;3;6;Iqbal Firmansyah, S.S.T., M.T;online
ABT-4D;Selasa;13.20 - 14.10;4;Perencanaan dan pengendalian logistik;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;online
ABT-6D;Selasa;13.20 - 14.10;6;Freight Logistik;3;6;Iqbal Firmansyah, S.S.T., M.T;online
ABT-4D;Selasa;14.10 - 15.00;4;Perencanaan dan pengendalian logistik;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;online
ABT-6D;Selasa;14.10 - 15.00;6;Freight Logistik;3;6;Iqbal Firmansyah, S.S.T., M.T;online
ABT-4D;Rabu;07.30 - 08.20;4;manajemen pengadaan barang dan jasa;3;6;Nuria Puspitasari, SE., M.EC., Dev;105
ABT-4D;Rabu;08.20 - 09.10;4;manajemen pengadaan barang dan jasa;3;6;Nuria Puspitasari, SE., M.EC., Dev;105
ABT-4D;Rabu;09.10 - 10.00;4;manajemen pengadaan barang dan jasa;3;6;Nuria Puspitasari, SE., M.EC., Dev;105
ABT-6D;Rabu;09.10 - 10.00;6;Metodologi Penelitian Bisnis Terapan;3;6;Dr. Erwin Permana, S.P., M.E;116
ABT-4D;Rabu;10.00 - 10.50;4;manajemen pengadaan barang dan jasa;3;6;Nuria Puspitasari, SE., M.EC., Dev;105
ABT-6D;Rabu;10.00 - 10.50;6;Metodologi Penelitian Bisnis Terapan;3;6;Dr. Erwin Permana, S.P., M.E;116
ABT-4D;Rabu;10.50 - 11.40;4;Manajemen Distribusi dan Delivery;3;6;Haris Satria Putra , M.M.S.I.;105
ABT-6D;Rabu;10.50 - 11.40;6;Manajemen Inventory;2;4;Yoshua Ardy Putra , S.Si., M.T.;302
ABT-4D;Rabu;12.30 - 13.20;4;Manajemen Distribusi dan Delivery;3;6;Haris Satria Putra , M.M.S.I.;105
ABT-6D;Rabu;12.30 - 13.20;6;Manajemen Inventory;2;4;Yoshua Ardy Putra , S.Si., M.T.;302
ABT-6D;Rabu;13.20 - 14.10;6;Etika Bisnis dan Profesi;2;4;Titik Purwinarti, S.Sos, M.Pd;302
ABT-6D;Rabu;14.10 - 15.00;6;Etika Bisnis dan Profesi;2;4;Titik Purwinarti, S.Sos, M.Pd;302
ABT-4D;Rabu;15.15 - 16.05;4;Aspek Hukum dalam Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;online
ABT-6D;Rabu;15.15 - 16.05;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-4D;Rabu;16.05 - 16.55;4;Aspek Hukum dalam Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;online
ABT-6D;Rabu;16.05 - 16.55;6;Manajemen Asuransi Transportasi;2;4;Yanita Ella N.C, S.A.B., M.Si;online
ABT-4D;Kamis;07.30 - 08.20;4;Manajemen Pergudangan;3;6;Irfan Rusydi Triyanto, S.T., M.T.;114
ABT-6D;Kamis;07.30 - 08.20;6;Metodologi Penelitian Bisnis Terapan;3;6;Dr. Erwin Permana, S.P., M.E;207
ABT-4D;Kamis;08.20 - 09.10;4;Manajemen Pergudangan;3;6;Irfan Rusydi Triyanto, S.T., M.T.;114
ABT-6D;Kamis;08.20 - 09.10;6;Metodologi Penelitian Bisnis Terapan;3;6;Dr. Erwin Permana, S.P., M.E;207
ABT-4D;Kamis;09.10 - 10.00;4;Pemasaran Digital;2;4;Restu Jati Saputro, S.Si., M.Sc;302
ABT-6D;Kamis;09.10 - 10.00;6;Metodologi Penelitian Bisnis Terapan;3;6;Dr. Erwin Permana, S.P., M.E;207
ABT-4D;Kamis;10.00 - 10.50;4;Pemasaran Digital;2;4;Restu Jati Saputro, S.Si., M.Sc;302
ABT-6D;Kamis;10.00 - 10.50;6;Metodologi Penelitian Bisnis Terapan;3;6;Dr. Erwin Permana, S.P., M.E;207
ABT-4D;Kamis;10.50 - 11.40;4;Manajemen Resiko;2;4;Hana Nurdina, S.ST, MBA;302
ABT-6D;Kamis;10.50 - 11.40;6;Budgeting;3;6;Adilah Permananingrum, S.E., M.Sc.;203
ABT-4D;Kamis;12.30 - 13.20;4;Manajemen Resiko;2;4;Hana Nurdina, S.ST, MBA;302
ABT-6D;Kamis;12.30 - 13.20;6;Budgeting;3;6;Adilah Permananingrum, S.E., M.Sc.;203
ABT-4D;Kamis;13.20 - 14.10;4;Aspek Hukum dalam Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;201
ABT-6D;Kamis;13.20 - 14.10;6;Budgeting;3;6;Adilah Permananingrum, S.E., M.Sc.;104
ABT-4D;Kamis;14.10 - 15.00;4;Aspek Hukum dalam Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;201
ABT-6D;Kamis;14.10 - 15.00;6;Budgeting;3;6;Adilah Permananingrum, S.E., M.Sc.;104
ABT-4D;Jumat;07.30 - 08.20;4;Perencanaan dan pengendalian logistik;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;304
ABT-6D;Jumat;07.30 - 08.20;6;E- Logistics;2;4;Haris Satria Putra , M.M.S.I.;online
ABT-4D;Jumat;08.20 - 09.10;4;Perencanaan dan pengendalian logistik;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;304
ABT-6D;Jumat;08.20 - 09.10;6;E- Logistics;2;4;Haris Satria Putra , M.M.S.I.;online
ABT-6D;Jumat;09.10 - 10.00;6;Manajemen Inventory;2;4;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-6D;Jumat;10.00 - 10.50;6;Manajemen Inventory;2;4;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-4D;Jumat;10.50 - 11.40;4;Manajemen Distribusi dan Delivery;3;6;Haris Satria Putra , M.M.S.I.;304
ABT-4D;Jumat;12.30 - 13.20;4;Manajemen Distribusi dan Delivery;3;6;Haris Satria Putra , M.M.S.I.;304
ABT-4D;Jumat;13.20 - 14.10;4;Manajemen Distribusi dan Delivery;3;6;Haris Satria Putra , M.M.S.I.;304
ABT-6D;Jumat;13.20 - 14.10;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;202
ABT-4D;Jumat;14.10 - 15.00;4;Manajemen Distribusi dan Delivery;3;6;Haris Satria Putra , M.M.S.I.;304
ABT-6D;Jumat;14.10 - 15.00;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;202
ABT-4D;Jumat;15.15 - 16.05;4;manajemen pengadaan barang dan jasa;3;6;Nuria Puspitasari, SE., M.EC., Dev;online
ABT-6D;Jumat;15.15 - 16.05;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;202
ABT-4D;Jumat;16.05 - 16.55;4;manajemen pengadaan barang dan jasa;3;6;Nuria Puspitasari, SE., M.EC., Dev;online
ABT-6D;Jumat;16.05 - 16.55;6;Statistik Bisnis;3;6;Irfan Rusydi Triyanto, S.T., M.T.;202
ABT-2MSU;Senin;07.30 - 08.20;2;Pengantar Manajemen;2;4;Dr. Wahyudi Utomo, S.Sos, M.Si;308
ABT-4MSU;Senin;07.30 - 08.20;4;Manajemen Pergudangan;3;6;Yoshua Ardy Putra , S.Si., M.T.;202
ABT-6MSU;Senin;07.30 - 08.20;6;Budgeting;3;6;Ratri Kurniasari,M.Ak;111
ABT-2MSU;Senin;08.20 - 09.10;2;Pengantar Manajemen;2;4;Dr. Wahyudi Utomo, S.Sos, M.Si;308
ABT-4MSU;Senin;08.20 - 09.10;4;Manajemen Pergudangan;3;6;Yoshua Ardy Putra , S.Si., M.T.;202
ABT-6MSU;Senin;08.20 - 09.10;6;Budgeting;3;6;Ratri Kurniasari,M.Ak;111
ABT-2MSU;Senin;09.10 - 10.00;2;Ilmu Administrasi Bisnis;2;4;Laras Afifah, M.M.;308
ABT-4MSU;Senin;09.10 - 10.00;4;Manajemen Pergudangan;3;6;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-6MSU;Senin;09.10 - 10.00;6;Budgeting;3;6;Ratri Kurniasari,M.Ak;111
ABT-2MSU;Senin;10.00 - 10.50;2;Ilmu Administrasi Bisnis;2;4;Laras Afifah, M.M.;308
ABT-4MSU;Senin;10.00 - 10.50;4;Manajemen Pergudangan;3;6;Yoshua Ardy Putra , S.Si., M.T.;online
ABT-6MSU;Senin;10.00 - 10.50;6;Budgeting;3;6;Ratri Kurniasari,M.Ak;111
ABT-2MSU;Senin;10.50 - 11.40;2;Pengantar Logistik dan Supply Chain;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;111
ABT-4MSU;Senin;10.50 - 11.40;4;Pemasaran Digital;2;4;Haris Satria Putra , M.M.S.I.;308
ABT-6MSU;Senin;10.50 - 11.40;6;Statistik Bisnis;3;6;Yoshua Ardy Putra , S.Si., M.T.;202
ABT-2MSU;Senin;12.30 - 13.20;2;Pengantar Logistik dan Supply Chain;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;111
ABT-4MSU;Senin;12.30 - 13.20;4;Pemasaran Digital;2;4;Haris Satria Putra , M.M.S.I.;308
ABT-6MSU;Senin;12.30 - 13.20;6;Statistik Bisnis;3;6;Yoshua Ardy Putra , S.Si., M.T.;202
ABT-2MSU;Senin;13.20 - 14.10;2;Akuntansi Biaya;2;4;Arif Santoso, S.Pd., M.Ak.;207
ABT-4MSU;Senin;13.20 - 14.10;4;Aspek Hukum dalam Bisnis;2;4;Rieke Yolanda Sari, S.H.,M.H;308
ABT-6MSU;Senin;13.20 - 14.10;6;Statistik Bisnis;3;6;Yoshua Ardy Putra , S.Si., M.T.;202
ABT-2MSU;Senin;14.10 - 15.00;2;Akuntansi Biaya;2;4;Arif Santoso, S.Pd., M.Ak.;207
ABT-4MSU;Senin;14.10 - 15.00;4;Aspek Hukum dalam Bisnis;2;4;Rieke Yolanda Sari, S.H.,M.H;308
ABT-6MSU;Senin;14.10 - 15.00;6;Statistik Bisnis;3;6;Yoshua Ardy Putra , S.Si., M.T.;202
ABT-2MSU;Selasa;07.30 - 08.20;2;Pengantar Ilmu Ekonomi;2;4;Adilah Permananingrum, S.E., M.Sc.;207
ABT-4MSU;Selasa;07.30 - 08.20;4;Aspek Hukum dalam Bisnis;2;4;Rieke Yolanda Sari, S.H.,M.H;308
ABT-6MSU;Selasa;07.30 - 08.20;6;Freight Logistik;3;6;Irfan Rusydi Triyanto, S.T., M.T.;online
ABT-2MSU;Selasa;08.20 - 09.10;2;Pengantar Ilmu Ekonomi;2;4;Adilah Permananingrum, S.E., M.Sc.;207
ABT-4MSU;Selasa;08.20 - 09.10;4;Aspek Hukum dalam Bisnis;2;4;Rieke Yolanda Sari, S.H.,M.H;308
ABT-6MSU;Selasa;08.20 - 09.10;6;Freight Logistik;3;6;Irfan Rusydi Triyanto, S.T., M.T.;online
ABT-2MSU;Selasa;09.10 - 10.00;2;Pemasaran dan Pelayanan Pelanggan;2;4;Dr. Dra. Iis Mariam, M.Si;207
ABT-4MSU;Selasa;09.10 - 10.00;4;Perencanaan dan pengendalian logistik;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;308
ABT-6MSU;Selasa;09.10 - 10.00;6;Freight Logistik;3;6;Irfan Rusydi Triyanto, S.T., M.T.;online
ABT-2MSU;Selasa;10.00 - 10.50;2;Pemasaran dan Pelayanan Pelanggan;2;4;Dr. Dra. Iis Mariam, M.Si;207
ABT-4MSU;Selasa;10.00 - 10.50;4;Perencanaan dan pengendalian logistik;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;308
ABT-6MSU;Selasa;10.00 - 10.50;6;Freight Logistik;3;6;Irfan Rusydi Triyanto, S.T., M.T.;online
ABT-2MSU;Selasa;10.50 - 11.40;2;Pengantar Logistik dan Supply Chain;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;207
ABT-4MSU;Selasa;10.50 - 11.40;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;308
ABT-6MSU;Selasa;10.50 - 11.40;6;Etika Bisnis dan Profesi;2;4;Titik Purwinarti, S.Sos, M.Pd;online
ABT-2MSU;Selasa;12.30 - 13.20;2;Pengantar Logistik dan Supply Chain;2;4;Arizal Putra Pratama,B.O.M.,M.A.B;207
ABT-4MSU;Selasa;12.30 - 13.20;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;308
ABT-6MSU;Selasa;12.30 - 13.20;6;Etika Bisnis dan Profesi;2;4;Titik Purwinarti, S.Sos, M.Pd;online
ABT-2MSU;Selasa;13.20 - 14.10;2;Pendidikan Kewarganegaraan;2;4;Erlyn Rosalina, S.Hum., M.Pd;308
ABT-4MSU;Selasa;13.20 - 14.10;4;Manajemen Distribusi dan Delivery;3;6;Yanita Ella N.C, S.A.B., M.Si;207
