kelas;Hari;Jam;prof;Mata Kuliah;SKS;JPM;Dosen;Ruang
AB-2B;Jumat;10.00 - 10.50;2;Kesekretariatan 1;2;4;Endah Wartiningsih, SE, MM;307
AB-4B;Jumat;10.00 - 10.50;4;Administrasi Kantor;2;4;Laras Afifah, M.M.;310
AB-2B;Jumat;10.50 - 11.40;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;307
AB-4B;Jumat;10.50 - 11.40;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;310
AB-2B;Jumat;12.30 - 13.20;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;307
AB-4B;Jumat;12.30 - 13.20;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;310
AB-2B;Jumat;13.20 - 14.10;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;307
AB-4B;Jumat;13.20 - 14.10;4;Manajemen Sumber Daya Manusia;2;4;Friscila Purba, M.M.;310
AB-2B;Jumat;14.10 - 15.00;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;307
AB-4B;Jumat;14.10 - 15.00;4;Manajemen Sumber Daya Manusia;2;4;Friscila Purba, M.M.;310
AB-2C;Senin;07.30 - 08.20;2;Pengetikan Bisnis;2;4;Erlyn Rosalina, S.Hum., M.Pd;208
AB-2C;Senin;08.20 - 09.10;2;Pengetikan Bisnis;2;4;Erlyn Rosalina, S.Hum., M.Pd;208
AB-2C;Senin;09.10 - 10.00;2;Komunikasi Bisnis 1;2;4;Imam Syafganti, S.Sos., M.Si., Ph.D.;112
AB-4C;Senin;09.10 - 10.00;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;117
AB-2C;Senin;10.00 - 10.50;2;Komunikasi Bisnis 1;2;4;Imam Syafganti, S.Sos., M.Si., Ph.D.;112
AB-4C;Senin;10.00 - 10.50;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;117
AB-2C;Senin;10.50 - 11.40;2;Aplikasi Komputer;3;6;Restu Jati Saputro, S.Si., M.Sc;online
AB-4C;Senin;10.50 - 11.40;4;Bahasa Jepang;2;4;Asrie Rahmiatie, S.S., M.Hum;115
AB-2C;Senin;12.30 - 13.20;2;Aplikasi Komputer;3;6;Restu Jati Saputro, S.Si., M.Sc;online
AB-4C;Senin;12.30 - 13.20;4;Bahasa Jepang;2;4;Asrie Rahmiatie, S.S., M.Hum;115
AB-2C;Senin;13.20 - 14.10;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;108
AB-4C;Senin;13.20 - 14.10;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;115
AB-2C;Senin;14.10 - 15.00;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;108
AB-4C;Senin;14.10 - 15.00;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;115
AB-4C;Senin;15.15 - 16.05;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;113
AB-4C;Senin;16.05 - 16.55;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;113
AB-2C;Selasa;07.30 - 08.20;2;Etika Bisnis dan Keprotokolan;2;4;Dra. Mawarta O Sinaga, M.Si;117
AB-4C;Selasa;07.30 - 08.20;4;Bahasa Inggris untuk Bisnis;2;4;Drs. Anwar Mustofa, M.Hum;305
AB-2C;Selasa;08.20 - 09.10;2;Etika Bisnis dan Keprotokolan;2;4;Dra. Mawarta O Sinaga, M.Si;117
AB-4C;Selasa;08.20 - 09.10;4;Bahasa Inggris untuk Bisnis;2;4;Drs. Anwar Mustofa, M.Hum;305
AB-2C;Selasa;09.10 - 10.00;2;Ilmu Administrasi Bisnis;2;4;Dr. M.Ikhsan, M.Si;302
AB-4C;Selasa;09.10 - 10.00;4;Kearsipan;2;4;Laras Afifah, M.M.;117
AB-2C;Selasa;10.00 - 10.50;2;Ilmu Administrasi Bisnis;2;4;Dr. M.Ikhsan, M.Si;302
AB-4C;Selasa;10.00 - 10.50;4;Kearsipan;2;4;Laras Afifah, M.M.;117
AB-2C;Selasa;10.50 - 11.40;2;Pengetikan Bisnis;2;4;Erlyn Rosalina, S.Hum., M.Pd;303
AB-4C;Selasa;10.50 - 11.40;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;312
AB-2C;Selasa;12.30 - 13.20;2;Pengetikan Bisnis;2;4;Erlyn Rosalina, S.Hum., M.Pd;303
AB-4C;Selasa;12.30 - 13.20;4;Hubungan Masyarakat;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;312
AB-2C;Selasa;13.20 - 14.10;2;Bahasa Inggris 2;2;4;Drs. Anwar Mustofa, M.Hum;310
AB-4C;Selasa;13.20 - 14.10;4;Pelayanan Prima;2;4;Dr. Wahyudi Utomo, S.Sos, M.Si;203
AB-2C;Selasa;14.10 - 15.00;2;Bahasa Inggris 2;2;4;Drs. Anwar Mustofa, M.Hum;310
AB-4C;Selasa;14.10 - 15.00;4;Pelayanan Prima;2;4;Dr. Wahyudi Utomo, S.Sos, M.Si;203
AB-2C;Rabu;07.30 - 08.20;2;Etika Bisnis dan Keprotokolan;2;4;Dra. Mawarta O Sinaga, M.Si;117
AB-4C;Rabu;07.30 - 08.20;4;Manajemen Keuangan;2;4;Friscila Purba, M.M.;online
AB-2C;Rabu;08.20 - 09.10;2;Etika Bisnis dan Keprotokolan;2;4;Dra. Mawarta O Sinaga, M.Si;117
AB-4C;Rabu;08.20 - 09.10;4;Manajemen Keuangan;2;4;Friscila Purba, M.M.;online
AB-2C;Rabu;09.10 - 10.00;2;Komunikasi Bisnis 1;2;4;Imam Syafganti, S.Sos., M.Si., Ph.D.;117
AB-4C;Rabu;09.10 - 10.00;4;Bahasa Inggris untuk Bisnis;2;4;Drs. Anwar Mustofa, M.Hum;online
AB-2C;Rabu;10.00 - 10.50;2;Komunikasi Bisnis 1;2;4;Imam Syafganti, S.Sos., M.Si., Ph.D.;117
AB-4C;Rabu;10.00 - 10.50;4;Bahasa Inggris untuk Bisnis;2;4;Drs. Anwar Mustofa, M.Hum;online
AB-2C;Rabu;10.50 - 11.40;2;Kesekretariatan 1;2;4;Dr. Dra. Iis Mariam, M.Si;117
AB-4C;Rabu;10.50 - 11.40;4;Administrasi Kantor;2;4;Hana Nurdina, S.ST, MBA;online
AB-2C;Rabu;12.30 - 13.20;2;Kesekretariatan 1;2;4;Dr. Dra. Iis Mariam, M.Si;117
AB-4C;Rabu;12.30 - 13.20;4;Administrasi Kantor;2;4;Hana Nurdina, S.ST, MBA;online
AB-2C;Rabu;13.20 - 14.10;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;117
AB-4C;Rabu;13.20 - 14.10;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;online
AB-2C;Rabu;14.10 - 15.00;2;Kewarganegaraan;2;4;Riza Hadikusuma, M.Ag;117
AB-4C;Rabu;14.10 - 15.00;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;online
AB-2C;Kamis;07.30 - 08.20;2;Kesekretariatan 1;2;4;Dr. Dra. Iis Mariam, M.Si;117
AB-4C;Kamis;07.30 - 08.20;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;116
AB-2C;Kamis;08.20 - 09.10;2;Kesekretariatan 1;2;4;Dr. Dra. Iis Mariam, M.Si;117
AB-4C;Kamis;08.20 - 09.10;4;Hukum Bisnis;2;4;Dr. M.Ikhsan, M.Si;116
AB-2C;Kamis;09.10 - 10.00;2;Ilmu Administrasi Bisnis;2;4;Dr. M.Ikhsan, M.Si;117
AB-4C;Kamis;09.10 - 10.00;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;103
AB-2C;Kamis;10.00 - 10.50;2;Ilmu Administrasi Bisnis;2;4;Dr. M.Ikhsan, M.Si;117
AB-4C;Kamis;10.00 - 10.50;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;103
AB-2C;Kamis;10.50 - 11.40;2;Bahasa Inggris 2;2;4;Drs. Anwar Mustofa, M.Hum;117
AB-4C;Kamis;10.50 - 11.40;4;Manajemen Keuangan;2;4;Friscila Purba, M.M.;307
AB-2C;Kamis;12.30 - 13.20;2;Bahasa Inggris 2;2;4;Drs. Anwar Mustofa, M.Hum;117
AB-4C;Kamis;12.30 - 13.20;4;Manajemen Keuangan;2;4;Friscila Purba, M.M.;307
AB-2C;Kamis;13.20 - 14.10;2;Perbankan;2;4;Friscila Purba, M.M.;117
AB-4C;Kamis;13.20 - 14.10;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;108
AB-2C;Kamis;14.10 - 15.00;2;Perbankan;2;4;Friscila Purba, M.M.;117
AB-4C;Kamis;14.10 - 15.00;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;108
AB-2C;Jumat;07.30 - 08.20;2;Aplikasi Komputer;3;6;Restu Jati Saputro, S.Si., M.Sc;208
AB-4C;Jumat;07.30 - 08.20;4;Bahasa Jepang;2;4;Asrie Rahmiatie, S.S., M.Hum;307
AB-2C;Jumat;08.20 - 09.10;2;Aplikasi Komputer;3;6;Restu Jati Saputro, S.Si., M.Sc;208
AB-4C;Jumat;08.20 - 09.10;4;Bahasa Jepang;2;4;Asrie Rahmiatie, S.S., M.Hum;307
AB-2C;Jumat;09.10 - 10.00;2;Aplikasi Komputer;3;6;Restu Jati Saputro, S.Si., M.Sc;208
AB-4C;Jumat;09.10 - 10.00;4;Pelayanan Prima;2;4;Dr. Wahyudi Utomo, S.Sos, M.Si;117
AB-2C;Jumat;10.00 - 10.50;2;Aplikasi Komputer;3;6;Restu Jati Saputro, S.Si., M.Sc;208
AB-4C;Jumat;10.00 - 10.50;4;Pelayanan Prima;2;4;Dr. Wahyudi Utomo, S.Sos, M.Si;117
AB-2C;Jumat;10.50 - 11.40;2;Perbankan;2;4;Friscila Purba, M.M.;117
AB-4C;Jumat;10.50 - 11.40;4;Administrasi Kantor;2;4;Hana Nurdina, S.ST, MBA;114
AB-2C;Jumat;12.30 - 13.20;2;Perbankan;2;4;Friscila Purba, M.M.;117
AB-4C;Jumat;12.30 - 13.20;4;Administrasi Kantor;2;4;Hana Nurdina, S.ST, MBA;114
AB-4C;Jumat;13.20 - 14.10;4;Kearsipan;2;4;Laras Afifah, M.M.;114
AB-4C;Jumat;14.10 - 15.00;4;Kearsipan;2;4;Laras Afifah, M.M.;114
AB-2D;Senin;07.30 - 08.20;2;Pengetikan Bisnis;2;4;Laras Afifah, M.M.;301
AB-4D;Senin;07.30 - 08.20;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;114
AB-2D;Senin;08.20 - 09.10;2;Pengetikan Bisnis;2;4;Laras Afifah, M.M.;301
AB-4D;Senin;08.20 - 09.10;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;114
AB-2D;Senin;09.10 - 10.00;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4D;Senin;09.10 - 10.00;4;Manajemen Keuangan;2;4;Taufik Akbar, SE., M.S.M;305
AB-2D;Senin;10.00 - 10.50;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4D;Senin;10.00 - 10.50;4;Manajemen Keuangan;2;4;Taufik Akbar, SE., M.S.M;305
AB-2D;Senin;10.50 - 11.40;2;Kewarganegaraan;2;4;Erlyn Rosalina, S.Hum., M.Pd;305
AB-4D;Senin;10.50 - 11.40;4;Kearsipan;2;4;Laras Afifah, M.M.;302
AB-2D;Senin;12.30 - 13.20;2;Kewarganegaraan;2;4;Erlyn Rosalina, S.Hum., M.Pd;305
AB-4D;Senin;12.30 - 13.20;4;Kearsipan;2;4;Laras Afifah, M.M.;302
AB-2D;Senin;13.20 - 14.10;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;304
AB-4D;Senin;13.20 - 14.10;4;Hukum Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;201
AB-2D;Senin;14.10 - 15.00;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;304
AB-4D;Senin;14.10 - 15.00;4;Hukum Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;201
AB-2D;Selasa;07.30 - 08.20;2;Perbankan;2;4;Taufik Akbar, SE., M.S.M;302
AB-4D;Selasa;07.30 - 08.20;4;Kearsipan;2;4;Laras Afifah, M.M.;307
AB-2D;Selasa;08.20 - 09.10;2;Perbankan;2;4;Taufik Akbar, SE., M.S.M;302
AB-4D;Selasa;08.20 - 09.10;4;Kearsipan;2;4;Laras Afifah, M.M.;307
AB-2D;Selasa;09.10 - 10.00;2;Komunikasi Bisnis 1;2;4;Dr. Narulita Syarweni, SE, ME;203
AB-4D;Selasa;09.10 - 10.00;4;Manajemen Keuangan;2;4;Taufik Akbar, SE., M.S.M;304
AB-2D;Selasa;10.00 - 10.50;2;Komunikasi Bisnis 1;2;4;Dr. Narulita Syarweni, SE, ME;203
AB-4D;Selasa;10.00 - 10.50;4;Manajemen Keuangan;2;4;Taufik Akbar, SE., M.S.M;304
AB-2D;Selasa;10.50 - 11.40;2;Kesekretariatan 1;2;4;Endah Wartiningsih, SE, MM;116
AB-4D;Selasa;10.50 - 11.40;4;Pelayanan Prima;2;4;Hana Nurdina, S.ST, MBA;304
AB-2D;Selasa;12.30 - 13.20;2;Kesekretariatan 1;2;4;Endah Wartiningsih, SE, MM;116
AB-4D;Selasa;12.30 - 13.20;4;Pelayanan Prima;2;4;Hana Nurdina, S.ST, MBA;304
AB-2D;Selasa;13.20 - 14.10;2;Ilmu Administrasi Bisnis;2;4;Hana Nurdina, S.ST, MBA;116
AB-4D;Selasa;13.20 - 14.10;4;Bahasa Inggris untuk Bisnis;2;4;Dra. Mawarta O Sinaga, M.Si;304
AB-2D;Selasa;14.10 - 15.00;2;Ilmu Administrasi Bisnis;2;4;Hana Nurdina, S.ST, MBA;116
AB-4D;Selasa;14.10 - 15.00;4;Bahasa Inggris untuk Bisnis;2;4;Dra. Mawarta O Sinaga, M.Si;304
AB-2D;Rabu;07.30 - 08.20;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4D;Rabu;07.30 - 08.20;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;online
AB-2D;Rabu;08.20 - 09.10;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4D;Rabu;08.20 - 09.10;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;online
AB-2D;Rabu;09.10 - 10.00;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4D;Rabu;09.10 - 10.00;4;Hukum Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;online
AB-2D;Rabu;10.00 - 10.50;2;Aplikasi Komputer;3;6;Riskon Ginting, SE, M.Si;208
AB-4D;Rabu;10.00 - 10.50;4;Hukum Bisnis;2;4;Dr. Nining Latianingsih, SH, MH;online
AB-2D;Rabu;10.50 - 11.40;2;Kewarganegaraan;2;4;Erlyn Rosalina, S.Hum., M.Pd;310
AB-4D;Rabu;10.50 - 11.40;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;online
AB-2D;Rabu;12.30 - 13.20;2;Kewarganegaraan;2;4;Erlyn Rosalina, S.Hum., M.Pd;310
AB-4D;Rabu;12.30 - 13.20;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;online
AB-2D;Rabu;13.20 - 14.10;2;Bahasa Inggris 2;2;4;Dra. Mawarta O Sinaga, M.Si;310
AB-4D;Rabu;13.20 - 14.10;4;Hubungan Masyarakat;2;4;Firman Syah, S.Sos.I, M.M;online
AB-2D;Rabu;14.10 - 15.00;2;Bahasa Inggris 2;2;4;Dra. Mawarta O Sinaga, M.Si;310
AB-4D;Rabu;14.10 - 15.00;4;Hubungan Masyarakat;2;4;Firman Syah, S.Sos.I, M.M;online
AB-2D;Kamis;07.30 - 08.20;2;Perbankan;2;4;Taufik Akbar, SE., M.S.M;310
AB-4D;Kamis;07.30 - 08.20;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;106
AB-2D;Kamis;08.20 - 09.10;2;Perbankan;2;4;Taufik Akbar, SE., M.S.M;310
AB-4D;Kamis;08.20 - 09.10;4;Manajemen Sumber Daya Manusia;2;4;Dr. Narulita Syarweni, SE, ME;106
AB-2D;Kamis;09.10 - 10.00;2;Komunikasi Bisnis 1;2;4;Dr. Narulita Syarweni, SE, ME;108
AB-4D;Kamis;09.10 - 10.00;4;Pelayanan Prima;2;4;Hana Nurdina, S.ST, MBA;305
AB-2D;Kamis;10.00 - 10.50;2;Komunikasi Bisnis 1;2;4;Dr. Narulita Syarweni, SE, ME;108
AB-4D;Kamis;10.00 - 10.50;4;Pelayanan Prima;2;4;Hana Nurdina, S.ST, MBA;305
AB-2D;Kamis;10.50 - 11.40;2;Bahasa Inggris 2;2;4;Dra. Mawarta O Sinaga, M.Si;108
AB-4D;Kamis;10.50 - 11.40;4;Administrasi Kantor;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;309
AB-2D;Kamis;12.30 - 13.20;2;Bahasa Inggris 2;2;4;Dra. Mawarta O Sinaga, M.Si;108
AB-4D;Kamis;12.30 - 13.20;4;Administrasi Kantor;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;309
AB-2D;Kamis;13.20 - 14.10;2;Pengetikan Bisnis;2;4;Laras Afifah, M.M.;208
AB-4D;Kamis;13.20 - 14.10;4;Bahasa Inggris untuk Bisnis;2;4;Dra. Mawarta O Sinaga, M.Si;305
AB-2D;Kamis;14.10 - 15.00;2;Pengetikan Bisnis;2;4;Laras Afifah, M.M.;208
AB-4D;Kamis;14.10 - 15.00;4;Bahasa Inggris untuk Bisnis;2;4;Dra. Mawarta O Sinaga, M.Si;305
AB-4D;Jumat;07.30 - 08.20;4;Hubungan Masyarakat;2;4;Firman Syah, S.Sos.I, M.M;108
AB-4D;Jumat;08.20 - 09.10;4;Hubungan Masyarakat;2;4;Firman Syah, S.Sos.I, M.M;108
AB-2D;Jumat;09.10 - 10.00;2;Ilmu Administrasi Bisnis;2;4;Hana Nurdina, S.ST, MBA;108
AB-4D;Jumat;09.10 - 10.00;4;Administrasi Kantor;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;304
AB-2D;Jumat;10.00 - 10.50;2;Ilmu Administrasi Bisnis;2;4;Hana Nurdina, S.ST, MBA;108
AB-4D;Jumat;10.00 - 10.50;4;Administrasi Kantor;2;4;Risya Zahrotul Firdaus, S.I.Kom., M.Si;304
AB-2D;Jumat;10.50 - 11.40;2;Kesekretariatan 1;2;4;Endah Wartiningsih, SE, MM;108
AB-4D;Jumat;10.50 - 11.40;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;305
AB-2D;Jumat;12.30 - 13.20;2;Kesekretariatan 1;2;4;Endah Wartiningsih, SE, MM;108
AB-4D;Jumat;12.30 - 13.20;4;Bahasa Jepang;2;4;Maria Nino Istia , S.S., M.Si.;305
AB-2D;Jumat;13.20 - 14.10;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;108
AB-4D;Jumat;13.20 - 14.10;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;305
AB-2D;Jumat;14.10 - 15.00;2;Etika Bisnis dan Keprotokolan;2;4;Ni Made Widhi S, SE., M.M;108
AB-4D;Jumat;14.10 - 15.00;4;Pemasaran;2;4;Fachri Aditya,S.Si.,M.M;305
BISPRO-2A;Senin;07.30 - 08.20;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;303
BISPRO-4A;Senin;07.30 - 08.20;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;307
BISPRO-6A;Senin;07.30 - 08.20;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2A;Senin;08.20 - 09.10;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;303
BISPRO-4A;Senin;08.20 - 09.10;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;307
BISPRO-6A;Senin;08.20 - 09.10;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2A;Senin;09.10 - 10.00;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;303
BISPRO-4A;Senin;09.10 - 10.00;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-6A;Senin;09.10 - 10.00;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2A;Senin;10.00 - 10.50;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;303
BISPRO-4A;Senin;10.00 - 10.50;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;online
BISPRO-6A;Senin;10.00 - 10.50;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2A;Senin;10.50 - 11.40;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Linda Sari Wulandari, S.Hum, M.Hum;310
BISPRO-4A;Senin;10.50 - 11.40;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;001
BISPRO-2A;Senin;12.30 - 13.20;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Linda Sari Wulandari, S.Hum, M.Hum;310
BISPRO-4A;Senin;12.30 - 13.20;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;001
BISPRO-2A;Senin;13.20 - 14.10;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4A;Senin;13.20 - 14.10;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-2A;Senin;14.10 - 15.00;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4A;Senin;14.10 - 15.00;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-2A;Senin;15.15 - 16.05;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-2A;Senin;16.05 - 16.55;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4A;Selasa;07.30 - 08.20;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;001
BISPRO-6A;Selasa;07.30 - 08.20;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-4A;Selasa;08.20 - 09.10;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;001
BISPRO-6A;Selasa;08.20 - 09.10;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2A;Selasa;09.10 - 10.00;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;103
BISPRO-4A;Selasa;09.10 - 10.00;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-6A;Selasa;09.10 - 10.00;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2A;Selasa;10.00 - 10.50;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;103
BISPRO-4A;Selasa;10.00 - 10.50;4;Teori Penyuntingan Terjemahan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
BISPRO-6A;Selasa;10.00 - 10.50;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2A;Selasa;10.50 - 11.40;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;105
BISPRO-4A;Selasa;10.50 - 11.40;4;Teori Penyuntingan Terjemahan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;301
BISPRO-2A;Selasa;12.30 - 13.20;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;105
BISPRO-4A;Selasa;12.30 - 13.20;4;Teori Penyuntingan Terjemahan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;301
BISPRO-2A;Selasa;13.20 - 14.10;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;114
BISPRO-4A;Selasa;13.20 - 14.10;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;307
BISPRO-6A;Selasa;13.20 - 14.10;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2A;Selasa;14.10 - 15.00;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;114
BISPRO-4A;Selasa;14.10 - 15.00;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;307
BISPRO-6A;Selasa;14.10 - 15.00;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2A;Selasa;15.15 - 16.05;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;114
BISPRO-4A;Selasa;15.15 - 16.05;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;307
BISPRO-6A;Selasa;15.15 - 16.05;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-6A;Selasa;16.05 - 16.55;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2A;Rabu;07.30 - 08.20;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;2;4;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;106
BISPRO-6A;Rabu;07.30 - 08.20;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2A;Rabu;08.20 - 09.10;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;2;4;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;106
BISPRO-6A;Rabu;08.20 - 09.10;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-6A;Rabu;09.10 - 10.00;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2A;Rabu;10.00 - 10.50;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;106
BISPRO-6A;Rabu;10.00 - 10.50;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2A;Rabu;10.50 - 11.40;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;106
BISPRO-4A;Rabu;10.50 - 11.40;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;201
BISPRO-2A;Rabu;12.30 - 13.20;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;106
